name,rating,reviews_count,category,address,location,hours,website,plus_code,phone
BK Tile & Stone,4.8,10,Tile store,"50 Federal St, Greenfield, MA 01301",N/A,N/A,bktileandstone.com,"HCQ2+M4 Greenfield, Massachusetts",(413) 325-8966
Palm Tile,5.0,21,Tile contractor,"59 Foster Ct, Gardner, MA 01440",N/A,N/A,palmtile.us,"H2GQ+22 Gardner, Massachusetts",(857) 990-8658
Arrow Tile,4.6,12,Tile store,"10 West St #4, West Hatfield, MA 01088",N/A,N/A,arrowtiles.com,"9987+RG West Hatfield, Massachusetts",(413) 247-6333
Once Upon A Tile,4.7,38,Tile store,"12 Westminster St, Fitchburg, MA 01420",N/A,N/A,onceuponatile.com,"H5G8+F8 Fitchburg, Massachusetts",(978) 345-8343
Earth First Flooring & Tile,4.0,24,Flooring store,"289 Amherst Rd, Sunderland, MA 01375",N/A,N/A,earth1stflooring.com,"FC2P+FP Sunderland, Massachusetts",(413) 586-0060
High Quality Tile Inc.,5.0,44,Tile contractor,"32 Lamper Hill Rd, Cherry Valley, MA 01611",N/A,N/A,highqualitytileinc.com,"64FV+VJ Cherry Valley, Leicester, MA",(978) 310-9916
Floor & Decor,4.2,97,Flooring store,"80 2nd Ave, Waltham, MA 02451",N/A,Open ⋅ Closes 8PMSee more hours,flooranddecor.com,"9PVP+MJ Waltham, Massachusetts",(781) 464-3550
Hampton Flooring Center,4.4,28,Flooring store,"250 Northampton St, Easthampton, MA 01027",N/A,N/A,hamptonflooringcenter.com,"78QQ+JC Easthampton, Massachusetts",(413) 527-5279
A P Beauregard's Hardwood-Tile,4.7,15,Flooring contractor,"294 Central St, Gardner, MA 01440",N/A,N/A,N/A,"H2G4+H4 Gardner, Massachusetts",(978) 632-6200
Eagle Refinishing,4.9,51,Bathroom remodeler,"152 Walnut St, Athol, MA 01331",N/A,N/A,eaglerefinish.com,"HQV8+V2 Athol, Massachusetts",(978) 320-6159
High Tech Tile,5.0,8,Tile store,"288 Lancaster St, Leominster, MA 01453",N/A,N/A,hightechtileinc.com,"G782+96 Leominster, Massachusetts",(978) 235-6199
M&B Install Inc,5.0,7,Shower door shop,"71 Old E St, Petersham, MA 01366",N/A,N/A,mbinstallinc.com,"FVJM+7W Petersham, Massachusetts",(413) 475-2774
LL Flooring - Store Liquidation,4.4,31,Flooring store,"10 West St, West Hatfield, MA 01088",N/A,N/A,llflooring.com,"9997+38 West Hatfield, Massachusetts",(413) 349-4064
Floor & Tile Studio,3.7,3,Flooring store,"1400 Memorial Dr, Chicopee, MA 01020",Located in: ST Floor Covering,N/A,N/A,"5CWF+CX Chicopee, Massachusetts",(413) 784-1400
East Coast Tile Imports Inc,4.2,5,Tile contractor,"8 Stonybrook St # 1, Ludlow, MA 01056",N/A,N/A,N/A,"5FRW+2V Ludlow, Massachusetts",(413) 583-4246
County Line Lumber & Building Center,N/A,N/A,Hardware store,"199 Petersham Rd, Athol, MA 01331",N/A,N/A,N/A,"HQJX+4Q Athol, Massachusetts",(978) 575-0427
D B Tile,2.3,3,Tile contractor,"6 Mayflower Cir, Leicester, MA 01524",N/A,N/A,dbtile.com,"63MP+7M Leicester, Massachusetts",(508) 892-8550
Hamshaw Lumber Co,4.5,309,Hardware store,"68 New Athol Rd #2a, Orange, MA 01364",N/A,N/A,acehardware.com,"HPPG+2V Orange, Massachusetts",(978) 544-8211
Hamshaw Lumber Co,4.5,309,Hardware store,"68 New Athol Rd #2a, Orange, MA 01364",N/A,N/A,acehardware.com,"HPPG+2V Orange, Massachusetts",(978) 544-8211
