name,rating,reviews_count,category,address,location,hours,website,plus_code,phone
Five's Tile & Painting,N/A,N/A,Construction company,"128 Tremont St Unit 1R, Fall River, MA 02720",N/A,N/A,N/A,"PV24+M8 Fall River, Massachusetts",(774) 451-0313
Floor & Decor,4.6,76,Flooring store,"217 Hartford Ave, Bellingham, MA 02019",Located in: Crossroads Shopping Center,Closes soon ⋅ 8PM ⋅ Opens 7AM WedSee more hours,flooranddecor.com,"4G7H+3J Bellingham, Massachusetts",(774) 295-2059
Best Tile Plymouth,4.7,50,Tile store,"10 Pilgrim Hill Rd, Plymouth, MA 02360",N/A,Closed ⋅ Opens 9AM WedSee more hours,besttile.com,"X828+M5 Plymouth, Massachusetts",(508) 732-8911
ABC Floor Covering Co,4.3,9,Carpet store,"753 State Rd, Westport, MA 02790",N/A,N/A,N/A,"MW4G+32 Westport, Massachusetts",(508) 673-9970
Cornerstone Tile & Marble,4.7,40,Tile store,"15 Plymouth Dr F, South Easton, MA 02375",N/A,N/A,cornerstonetileandmarble.net,"2WWC+QJ South Easton, Easton, MA",(508) 230-8453
Westport Flooring,N/A,N/A,Flooring store,"Westport, MA 02790",N/A,N/A,N/A,"MW75+XR Westport, Massachusetts",N/A
Floor & Decor,4.6,76,Flooring store,"217 Hartford Ave, Bellingham, MA 02019",Located in: Crossroads Shopping Center,Closes soon ⋅ 8PM ⋅ Opens 7AM WedSee more hours,flooranddecor.com,"4G7H+3J Bellingham, Massachusetts",(774) 295-2059
"A and F Floors Inc - Flooring Contractor in Fall River MA, Flooring Installation, Interlocking Flooring, Floor Varnishing",5.0,3,Flooring contractor,"78 Albion St, Fall River, MA 02723",N/A,N/A,aandffloorsma.com,N/A,(508) 203-7297
"A and F Floors Inc - Flooring Contractor in Fall River MA, Flooring Installation, Interlocking Flooring, Floor Varnishing",5.0,3,Flooring contractor,"78 Albion St, Fall River, MA 02723",N/A,N/A,aandffloorsma.com,"MVW8+MR Fall River, Massachusetts",(508) 203-7297
Batt Carpet Co,5.0,N/A,Flooring store,"560 North St, Somerset, MA 02726",N/A,N/A,N/A,"QVP9+C5 Somerset, Massachusetts",(508) 678-7390
Lowe's Home Improvement,4.0,1257,Home improvement store,"55 Faunce Corner Mall Rd N, Dartmouth, MA 02747",N/A,N/A,lowes.com,"J2V8+J2 Dartmouth, Massachusetts",(508) 441-5284
L.A TILE instalación19@gmail.con,N/A,N/A,Contractor,"108 Quarry St, Fall River, MA 02723",N/A,N/A,N/A,"MVX6+24 Fall River, Massachusetts",(617) 505-7984
Tile World Design Center,5.0,339,Tile store,"1595 Main St, Weymouth, MA 02190",N/A,N/A,tileworlddesign.com,N/A,(781) 340-4450
re:fab,4.8,44,Painter,"1167-1177 Ashley Blvd, New Bedford, MA 02745",N/A,N/A,refabpro.com,"M3V7+2W New Bedford, Massachusetts",(833) 807-3322
